dataset,num_and_cat,explain_instance,rule_lux_ablation,rule_lux_pure,rule_lux_proba,rule_lux_shap,rule_EXPLAN,rule_LORE,rule_Anchor
volcanoes-e3,./data/numerical_only/balanced,[[-0.66815315 -0.00758367  1.05763219]],{},{},{},"{'V3': ['<2.8497884273529053', '< 0.8116580278269045 * V2+3.8629639891032577']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.29462559  1.117118   -1.02097357]],{},{},{},"{'V3': ['<2.8359055519104004', '< 0.8674060503912058 * V2+3.997784402889069']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.87420912  0.11504735  0.01287359]],{},{},{},{'V3': ['<3.271424412727356']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.21646643 -0.70132489 -0.69855313]],{},{},{},{'V3': ['< 1.4897747004571167 * V2+4.976507462067768']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.57528803  0.02745376 -0.28195646]],{},{},{},"{'V3': ['<2.717038631439209', '< 1.0628117590419541 * V2+4.1327882022445825']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.89552525 -0.03911736 -0.59251719]],{},{},{},{'V3': ['<3.326365828514099']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.04998525  1.32734261 -1.05172048]],{},{},{},"{'V3': ['<2.8368054628372192', '< 0.8816704990328472 * V2+4.010585737954229']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.3959592  -1.02366929 -0.34018985]],{},{},{},{'V3': ['<2.83437180519104']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.22543013 -0.8554896   1.47537196]],{},{},{},{'V3': ['< 1.4545920150225875 * V2+4.902718862857768']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[0.53620845 1.20471159 0.43458824]],{},{},{},"{'V3': ['<2.7379467487335205', '< 0.7977014915432541 * V2+3.6561343029810263']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.44739122 -1.33199872 -0.82204739]],{},{},{},"{'V3': ['<2.878885507583618', '< 2.387881758943362 * V2+6.678029518287054']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-1.31474256  1.05755436  0.10882942]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-1.26145223  1.01901318 -0.18019418]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.60726223 -0.28788315 -0.4456932 ]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.44788643 -1.1533078  -0.17266008]],{},{},{},{'V3': ['<2.7617597579956055']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.39459609 -1.59477948  0.4945233 ]],{},{},{},{'V3': ['<2.8570730686187744']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.15792904  0.10103238 -0.92723899]],{},{},{},{'V3': ['< 1.127305246943843 * V2+4.457383489231874']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.4225224  -1.02366929 -0.26860292]],{},{},{},{'V3': ['< 2.0688285938055064 * V2+5.915210149514269']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.18498744  0.42337678  0.80781189]],{},{},{},"{'V3': ['<2.845161199569702', '< 0.870250653783376 * V2+3.8842380733916104']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.95897845 -0.91855698 -0.78138924]],{},{},{},{'V3': ['< 1.5789111758584704 * V2+5.148393385168891']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.58949878  0.66513508 -0.48940396]],{},{},{},"{'V3': ['<2.8582475185394287', '< 1.0357076109191736 * V2+4.2113358769151885']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[0.90213542 0.40585806 1.42224358]],{},{},{},"{'V3': ['<2.769556164741516', '< 0.8057332739617004 * V2+3.676890505381687']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.96253114 -0.02159864 -0.26061418]],{},{},{},"{'V3': ['<2.894861340522766', '< 1.0007715584754948 * V2+4.283900658798341']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.30577886 -0.35095054 -0.93262977]],{},{},{},"{'V3': ['<2.72546923160553', '< 1.259120628093528 * V2+4.513374860642102']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.05659542  0.17461099 -0.38975902]],{},{},{},"{'V3': ['<2.7614963054656982', '< 0.8906364159598782 * V2+3.9705723061833686']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-1.29697912  0.98397574 -0.95039985]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.62688399 -1.25842011 -1.05311039]],{},{},{},"{'V3': ['<2.911842942237854', '< 2.839579815235345 * V2+7.320254672229022']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.41186433  0.91039713 -0.9402548 ]],{},{},{},"{'V3': ['<2.848556160926819', '< 0.9624209176127783 * V2+4.13268015974414']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[0.42962778 1.60413835 0.47298617]],{},{},{},"{'V3': ['<2.936381459236145', '< 0.8408699421474852 * V2+3.907190920964975']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.02292685  0.54250406 -0.5060829 ]],{},{},{},"{'V3': ['<2.698401093482971', '< 0.9550991815990187 * V2+3.9440069526928925']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[1.12240214 1.13113297 0.03676188]],{},{},{},"{'V3': ['<2.9468297958374023', '< 0.8136045721664372 * V2+3.971213082020588']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.95542576  0.77024739 -0.13940613]],{},{},{},"{'V3': ['<2.9224209785461426', '< 0.894623139798972 * V2+4.087019559499002']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-1.09447584 -0.85899335  1.19403834]],{},{},{},{'V3': ['<2.8472825288772583']},{},{'V3': ['<3.9255127906799316']},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.21832475 -0.9360757  -0.19740569]],{},{},{},{'V3': ['< 1.680959162082076 * V2+5.41192487503053']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.98384727 -0.07765854 -0.40936066]],{},{},{},{'V3': ['< 1.0039598070232327 * V2+4.283652174609391']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.47767105  0.84732975 -0.95718054]],{},{},{},"{'V3': ['<2.71030330657959', '< 1.081562268996666 * V2+4.116540914696795']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[0.49357618 1.41143245 0.70099656]],{},{},{},"{'V3': ['<2.951669216156006', '< 0.7789716037573465 * V2+3.8531640783608165']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.02647954  0.64761637 -0.69457824]],{},{},{},"{'V3': ['<2.7244348526000977', '< 1.002849561809304 * V2+4.046785460633236']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[1.10819139 0.82280354 0.94624445]],{},{},{},"{'V3': ['<2.774048328399658', '< 0.7769959474454673 * V2+3.5870096523114143']}",{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-1.06605433 -0.76088853 -0.4786354 ]],{},{},{},{'V3': ['<2.8937240839004517']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.3175605  -0.52355206 -0.12513321]],{},{},{},{'V3': ['<2.471390962600708']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 0.95377205  0.01124847 -0.35106242]],{},{},{},{'V3': ['<2.7114717960357666']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[1.31253164 1.11230837 2.0399803 ]],{},{},{},{'V3': ['<3.3788503408432007']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.01766417 -0.53403834 -1.04432988]],{},{},{},{'V3': ['<2.4290852546691895']},{},{'V3': ['<2.3811670541763306']},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.05946141 -0.82066346  1.3245824 ]],{},{},{},{'V3': ['<2.546921133995056']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.28237999  1.41990606 -0.83957556]],{},{},{},{'V3': ['<2.8635754585266113']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 1.28814992 -0.61093776  3.00571842]],{'V3': ['<3.4597554206848145']},{},{},{'V3': ['<3.936167001724243']},{},{'V1': ['>=-0.08953344821929932']},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 1.59117987 -0.99543487 -0.88333955]],{},{},{},{},{},{'V3': ['<3.8503952026367188']},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.1956519  -0.98145316  0.03271019]],{},{},{},{'V3': ['<2.9528950452804565']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.81564421  0.53206728 -0.91640143]],{},{},{},{'V3': ['<2.7690924406051636']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[1.44488955 1.83586202 1.6325229 ]],{},{},{},{'V3': ['<3.392137885093689']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 0.23973596  0.55653528 -0.90554643]],{},{},{},{'V3': ['<2.753331422805786']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[0.76220139 0.86063754 0.36529103]],{},{},{},{'V3': ['<3.3181072473526']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.45340151 -1.54421711 -0.6169844 ]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.34159274  0.1755336  -0.72409469]],{},{},{},{'V3': ['<2.815150260925293']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 0.46265454 -0.41519378  0.02459442]],{},{},{},{'V3': ['<2.580246329307556']},{},{'V3': ['<3.3684881925582886']},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 1.06523134  1.14376723 -0.29710594]],{},{},{},{'V3': ['<3.3288114070892334']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.21271793  1.15425351 -0.03229239]],{},{},{},{'V3': ['<2.8751758337020874']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.58889304 -0.60394691  0.4680313 ]],{},{},{},{'V3': ['<2.8563976287841797']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.81216111 -1.37993198 -0.70507296]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[1.36129508 1.28008893 3.57853617]],"{'V2': ['>=0.38001614063978195'], 'V3': ['<3.9465548992156982', '>=3.176302433013916']}",{},{},{'V3': ['< 0.3662349739963931 * V2+3.8589384086888616']},{},{'V2': ['>=0.33719730377197266']},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.59969183  0.33981872 -0.77564319]],{},{},{},{'V3': ['<2.7511322498321533']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.42518721 -0.65637833 -0.83593175]],{},{},{},{'V3': ['<2.8397284746170044']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.21968414  0.03921189 -0.15355751]],{},{},{},{'V3': ['<2.5900001525878906']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.70418492  1.3884472  -0.95022775]],{},{},{},{'V3': ['<2.833878755569458']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.74249905 -0.28586294 -0.01304134]],{},{},{},{'V3': ['<2.7930208444595337']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[0.33377974 0.85015125 1.10689636]],{},{},{},{'V3': ['<3.3324135541915894']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.77733008 -0.32780808 -0.23941647]],{},{},{},{'V3': ['<2.7432126998901367']},{},{'V3': ['<2.75504207611084']},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 0.98860308 -1.17370172 -0.53595413]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.42205358  0.13708388 -0.18898914]],{},{},{},{'V3': ['<2.7198638916015625']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.46733392  0.22097416 -0.97409091]],{},{},{},{'V3': ['<2.747523307800293']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[0.20490493 0.98996838 0.17564707]],{},{},{},{'V3': ['<2.8391926288604736']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 1.35781198 -1.13525201 -1.07481816]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 0.37906008  1.75197174 -0.81622203]],{},{},{},{'V3': ['<3.3418437242507935']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 0.91197481 -0.39422121 -1.00731841]],{},{},{},{'V3': ['<2.594881534576416']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 0.77961691 -0.30683551  0.90290648]],{},{},{},{'V3': ['<2.6921364068984985']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.33114343  1.01793181  1.33896655]],{},{},{},{'V3': ['<2.9395875930786133']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.40463807  0.57401242 -0.54860555]],{},{},{},{'V3': ['<2.7826621532440186']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 0.34771215 -0.18449552 -0.8851105 ]],{},{},{},{'V3': ['<2.6546638011932373']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.10822485  1.53175976  1.43764256]],{},{},{},{'V3': ['<2.98177707195282']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.78394681  0.43069986 -1.02882456]],{},{},{},{'V3': ['<2.8282183408737183']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.70383544  0.6089667  -0.03653502]],{},{},{},{'V3': ['<2.822416305541992']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[1.39612611 0.35380044 0.67419982]],{},{},{},{'V3': ['<3.2971718311309814']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 1.22545407  0.33282787 -0.86756668]],{},{},{},{'V3': ['<2.744850277900696']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 0.48355316 -1.08631601 -1.00527992]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.24441534  0.30136901  2.07702999]],{'V3': ['<3.137054920196533']},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.39383928 -0.56200177 -0.68954216]],{},{},{},{'V3': ['<2.8329800367355347']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.31372792 -1.54771254 -1.06217947]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.63069028  0.61945299 -0.65253069]],{},{},{},{'V3': ['<2.8200095891952515']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.54047908  1.81488945  0.079774  ]],{},{},{},{'V3': ['<2.9121652841567993']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[0.80783413 1.2975041  0.89848326]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-0.38621247  0.71820454 -0.57607115]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[0.05932731 1.28697138 0.09560286]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.40863049 -0.2824038  -0.07674382]],{},{},{},{'V3': ['<2.2387908697128296']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-0.61432883 -0.83010521 -1.09667264]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-0.6072002   0.20210129 -0.49263104]],{},{},{},{},{},{'V3': ['<3.033683180809021']},{}
volcanoes-e5,./data/numerical_only/balanced,[[0.2731864  1.53273483 2.58531775]],{'V2': ['>=0.2179003655910492']},{},{},{},{},{'V1': ['>=-0.017819281667470932']},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.35516572 -1.00916144 -0.60682284]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[0.72941913 0.83406445 0.05648586]],{},{},{},{'V3': ['<2.239097833633423']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-0.66422929  1.27643866 -0.46017553]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.9789214  -0.60189629 -0.25041569]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-0.17591769 -1.57090647  2.68676635]],{'V2': ['<-0.3157574087381363']},{},{},"{'V2': ['<-0.4898570626974106'], 'V3': ['<2.9497562646865845']}",{},{'V2': ['<-0.5197178423404694']},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 1.624063   -0.10334757  0.41298767]],{},{},{},{'V3': ['<2.2399193048477173']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.91476367 -0.8265943  -0.80607575]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-0.85313815  0.13890497  0.11858084]],{},{},{},{'V3': ['<2.4588937759399414']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.93258527 -0.15601117 -0.88807235]],{},{},{},{'V3': ['<2.4946738481521606']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.16625685 -1.45153565 -0.23931716]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-0.74620861 -0.37719828  0.430866  ]],{},{},{},{'V3': ['<2.2284198999404907']},{},{'V3': ['<2.4828585386276245']},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.98961436  0.85512989 -0.76826029]],{},{},{},{'V3': ['<2.4056396484375']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 1.45654004 -1.54984103  1.14062761]],{},{},{},{'V3': ['<2.241511106491089']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-1.47689384 -0.67562532 -0.8664669 ]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 1.26763118  0.31093939 -0.80109443]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-1.63372384  0.68309547  0.51527635]],{},{},{},{'V3': ['<2.357736587524414']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.26962208  1.51166939 -0.92673972]],{},{},{},{'V3': ['<3.2742890119552612']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-0.0012661  -0.27187108 -1.01556345]],{},{},{},{'V3': ['<2.2383065223693848']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.90407072 -1.06182503 -0.62649965]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.39437322  1.66614928 -0.60188884]],{},{},{},{'V3': ['<2.4360514879226685']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-0.4503702  -1.57090647 -0.61931756]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 1.22842368 -0.45794912 -0.13079295]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-1.5481802  -0.44039459 -0.60606558]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-0.81749497 -1.10746682  0.08549823]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[1.23911663 1.75041103 0.11369417]],{},{},{},{'V3': ['<2.520085096359253']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.76506231  1.188666   -0.26677951]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.59041072 -0.95298693  2.62442291]],{'V1': ['>=-0.3149261027574539']},{},{},{'V3': ['<2.852825403213501']},{},{'V1': ['>=-0.7885518372058868']},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.99317868 -0.012064   -0.02875273]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-0.41472701  0.11783953 -0.56758752]],{},{},{},{},{},{'V3': ['<2.383060336112976']},{}
volcanoes-e5,./data/numerical_only/balanced,[[1.2925814  0.55319193 1.2155131 ]],{},{},{},{'V3': ['<2.241665840148926']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.18051413 -0.99862872  1.21515814]],{},{},{},{'V3': ['<2.2429428100585938']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 1.31040299 -1.54281922  2.67950143]],{'V1': ['>=-0.3149261027574539']},{},{},{'V3': ['<2.99713134765625']},{},{'V1': ['>=0.09930535033345222']},{}
volcanoes-e5,./data/numerical_only/balanced,[[-0.52522088 -0.83361611  0.16045471]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 1.545648   -0.86170337 -0.69594237]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-1.22026293 -1.38833933 -0.0785778 ]],{},{},{},{},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-0.85670247  1.25537322 -0.9452215 ]],{},{},{},{'V3': ['<2.7986373901367188']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[-1.81550407  1.2975041   0.80531714]],{},{},{},{'V3': ['<2.1982938051223755']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 0.71516186  1.7328565  -0.0326455 ]],{},{},{},{'V3': ['<2.447535753250122']},{},{},{}
volcanoes-e5,./data/numerical_only/balanced,[[ 1.388818   -1.07937956 -1.02728909]],{},{},{},{},{},{},{}
wine-quality-red,./data/numerical_only/balanced,"[[ 1.99957435 -1.10511966  1.12470036  0.61099849  0.11760659  3.6459305
   1.0196798   1.83030733 -0.07200549  0.60105502  0.26002813]]","{'chlorides': ['>=-0.264960415661335'], 'citric_acid': ['<1.4071279168128967'], 'alcohol': ['>=-0.16237449273467064'], 'volatile_acidity': ['<1.1294709742069244'], 'total_sulfur_dioxide': ['<1.6582680940628052']}",{},{},"{'chlorides': ['>=-0.031891681253910065'], 'free_sulfur_dioxide': ['>=1.7367772459983826'], 'citric_acid': ['>=-0.16272907704114914'], 'fixed_acidity': ['<4.241269111633301'], 'alcohol': ['<0.9464323818683624'], 'density': ['>=0.7263171970844269'], 'total_sulfur_dioxide': ['>=0.06424091197550297']}","{'sulphates': ['<0.8076007962226868', '>=-0.28109215199947357'], 'fixed_acidity': ['<2.344292640686035'], 'alcohol': ['<0.9600908160209656', '>=-0.36549730598926544'], 'density': ['>=0.2401304394006729'], 'volatile_acidity': ['<0.9106670022010803'], 'total_sulfur_dioxide': ['>=1.0105540752410889']}","{'chlorides': ['>=-0.34627944231033325'], 'residual_sugar': ['>=-0.2627551034092903'], 'citric_acid': ['>=0.3636219650506973'], 'density': ['>=1.3055937886238098'], 'alcohol': ['<0.9080005884170532'], 'total_sulfur_dioxide': ['>=0.09755110554397106']}",{}
wine-quality-red,./data/numerical_only/balanced,"[[ 0.44834214 -1.27271396  0.71389667 -0.38227061 -0.41373646 -0.56182328
  -0.68322236 -0.80386073 -0.26638383  1.13217271  1.19870062]]","{'alcohol': ['>=0.5885635018348694'], 'free_sulfur_dioxide': ['<0.25103824585676193'], 'volatile_acidity': ['<-1.0771872997283936']}",{},{},"{'free_sulfur_dioxide': ['<-0.1793002150952816'], 'alcohol': ['>=0.9189515113830566'], 'sulphates': ['>=-0.15726301819086075'], 'residual_sugar': ['>=-1.7453551292419434'], 'density': ['<0.7571620941162109'], 'volatile_acidity': ['<-0.8176307678222656']}","{'free_sulfur_dioxide': ['>=-0.9401032626628876'], 'alcohol': ['>=0.6357337832450867'], 'sulphates': ['>=-0.04506746679544449'], 'total_sulfur_dioxide': ['<0.6534588038921356', '>=-0.9721075296401978'], 'residual_sugar': ['>=-0.44985219836235046'], 'citric_acid': ['<1.860097885131836'], 'density': ['<0.13052529841661453'], 'volatile_acidity': ['<1.3530387878417969'], 'pH': ['<0.8299303948879242']}","{'fixed_acidity': ['>=-1.324748694896698'], 'sulphates': ['>=0.8013491928577423'], 'density': ['<0.3408208340406418'], 'alcohol': ['>=0.2921087443828583'], 'volatile_acidity': ['<-0.5479571521282196'], 'total_sulfur_dioxide': ['<0.9525935351848602']}",{}
wine-quality-red,./data/numerical_only/balanced,"[[ 1.08032563  0.79428237  0.61119574 -0.45321841 -0.71128857 -0.94434636
  -0.89608513  0.45227172 -0.91431164 -1.11032421 -0.39704261]]","{'alcohol': ['<0.3069617450237274'], 'chlorides': ['<0.021964838728308678'], 'sulphates': ['<-0.195621520280838']}",{},{},"{'alcohol': ['<0.36769576370716095'], 'sulphates': ['<-0.5358254909515381']}","{'residual_sugar': ['<0.5520241856575012'], 'citric_acid': ['<1.2405263781547546'], 'alcohol': ['<-0.027522629126906395'], 'volatile_acidity': ['>=-0.12748626247048378'], 'pH': ['<-0.13677024841308594']}","{'alcohol': ['<0.1951422169804573'], 'sulphates': ['<-0.2899143248796463'], 'pH': ['<0.5452721416950226']}",{}
wine-quality-red,./data/numerical_only/balanced,"[[-1.6774205   1.71605101 -0.98066858 -0.94985296 -0.88131834 -0.27493098
   1.41499637 -2.30379949  1.6773996   1.13217271  2.41897486]]","{'sulphates': ['>=-0.4611803740262985'], 'citric_acid': ['<-0.5698648691177368'], 'alcohol': ['<2.7318657636642456'], 'volatile_acidity': ['>=-0.12748626247048378'], 'total_sulfur_dioxide': ['>=0.36588701605796814']}",{},{},"{'free_sulfur_dioxide': ['>=-1.279054045677185'], 'alcohol': ['>=1.9479169845581055'], 'residual_sugar': ['<0.8206169903278351'], 'density': ['>=-4.123312473297119'], 'volatile_acidity': ['>=1.0215551257133484'], 'total_sulfur_dioxide': ['<1.966504454612732']}","{'citric_acid': ['<-0.2104116566479206'], 'fixed_acidity': ['<1.4407913088798523'], 'alcohol': ['>=-0.5847771167755127'], 'density': ['<-0.7920810878276825'], 'volatile_acidity': ['>=1.0737808346748352'], 'total_sulfur_dioxide': ['>=0.016183883883059025']}","{'free_sulfur_dioxide': ['>=-1.089989185333252'], 'sulphates': ['>=-2.075244665145874'], 'residual_sugar': ['<0.6109984964132309'], 'citric_acid': ['>=-1.3657970428466797'], 'alcohol': ['>=0.6164389550685883'], 'volatile_acidity': ['>=0.20096104592084885']}",{}
