dataset,num_and_cat,explain_instance,rule_lux_ablation,rule_lux_pure,rule_lux_proba,rule_lux_shap,rule_EXPLAN,rule_LORE,rule_Anchor
volcanoes-e1,./data/numerical_only/balanced,[[-0.00426177 -1.15696695  1.27908877]],{'V3': ['<1.2857940196990967']},{},{},"{'V1': ['>=-0.4070923179388046'], 'V2': ['<-1.0032175183296204']}","{'V3': ['<1.836722493171692'], 'V1': ['>=-0.3846529573202133']}","{'V2': ['<-1.0975319147109985'], 'V1': ['>=-0.4089519679546356']}",{}
volcanoes-e1,./data/numerical_only/balanced,[[ 1.53339577 -1.55282765 -1.09303173]],{},{},{},{},{},{'V3': ['<0.25339628756046295']},{}
volcanoes-e1,./data/numerical_only/balanced,[[ 0.94880246  1.27121431 -0.50995404]],{},{},{},{},{},{},{}
volcanoes-e1,./data/numerical_only/balanced,[[ 0.84251277  0.16139056 -0.27934551]],{},{},{},{'V1': ['>=0.2007318213582039']},{'V3': ['<0.7401999831199646']},{},{}
volcanoes-e1,./data/numerical_only/balanced,[[-0.3054159   0.3840622  -0.03110856]],{'V1': ['>=-0.6313709318637848']},{},{},{'V3': ['<1.1037099361419678']},{'V3': ['<0.8198070079088211']},{'V3': ['<1.8797762393951416']},{}
volcanoes-e1,./data/numerical_only/balanced,[[-0.64199992  1.33483478  1.80644031]],"{'V3': ['>=1.1075249314308167'], 'V2': ['>=-0.10899643879383802']}",{},{},{'V2': ['>=0.618914783000946']},"{'V3': ['<2.523019552230835'], 'V2': ['>=0.7233713567256927']}","{'V2': ['>=0.7872362434864044'], 'V1': ['<-0.07452211249619722']}",{}
volcanoes-e1,./data/numerical_only/balanced,[[-0.32667383 -0.53843461  0.05549524]],"{'V2': ['>=-1.1870099902153015'], 'V1': ['>=-1.0317288041114807']}",{},{},{},{},{'V3': ['<1.548825740814209']},{}
volcanoes-e1,./data/numerical_only/balanced,[[1.15783886 1.74836783 1.24446462]],"{'V3': ['>=1.0931715965270996'], 'V2': ['>=1.4567739963531494']}",{},{},{'V3': ['<1.8018301725387573']},"{'V3': ['<2.5120697021484375'], 'V1': ['>=0.6795352399349213']}",{},{}
volcanoes-e1,./data/numerical_only/balanced,[[-0.67742982  1.29242113 -0.4353713 ]],{},{},{},{},{},{'V3': ['<1.202265977859497']},{}
volcanoes-e1,./data/numerical_only/balanced,[[0.10557091 0.34518303 0.6094693 ]],{'V3': ['<1.0931715965270996']},{},{},{'V3': ['<1.1128984093666077']},"{'V3': ['<1.0812561511993408'], 'V2': ['>=-0.9225636422634125']}",{'V3': ['<1.155713140964508']},{}
volcanoes-e1,./data/numerical_only/balanced,[[0.56615957 0.37345879 1.32170216]],{},{},{},"{'V3': ['<1.3256285190582275', '>=1.1148017048835754'], 'V1': ['<0.6836313307285309']}",{},"{'V3': ['>=1.1241422891616821'], 'V2': ['>=0.1296982318162918'], 'V1': ['>=0.44109882414340973']}",{}
volcanoes-e1,./data/numerical_only/balanced,[[-1.76512766 -0.69748578 -0.90323778]],{'V2': ['<-0.6391670107841492']},{},{},{'V1': ['<-1.5738062262535095']},{},{'V3': ['<1.356748104095459']},{}
volcanoes-e1,./data/numerical_only/balanced,[[-1.79701457  1.77664359  1.27588811]],{'V2': ['>=0.6509146988391876']},{},{},{'V3': ['<1.8306048512458801']},{},{'V2': ['>=1.3460623025894165']},{}
volcanoes-e1,./data/numerical_only/balanced,[[ 0.9700604   0.86475019 -0.41060964]],{},{},{},{},{},{'V3': ['<1.7949000597000122']},{}
volcanoes-e1,./data/numerical_only/balanced,[[-0.22038414 -1.48567271  0.78050592]],"{'V3': ['<1.2857940196990967'], 'V1': ['>=-1.0317288041114807']}",{},{},{'V3': ['<1.268288254737854']},{},{'V3': ['<1.600432276725769']},{}
volcanoes-e1,./data/numerical_only/balanced,[[ 0.15871576 -0.47834861  1.23356005]],"{'V1': ['<0.6139899492263794', '>=-0.429420530796051']}",{},{},"{'V2': ['>=-0.7290014922618866'], 'V1': ['>=-0.41907626390457153']}","{'V3': ['<1.807597279548645'], 'V1': ['>=-0.39862214028835297']}","{'V2': ['<0.16004475951194763', '>=-0.6285636126995087']}",{}
volcanoes-e1,./data/numerical_only/balanced,[[ 0.53781566 -0.25921144 -1.00412048]],{},{},{},{},{'V3': ['<0.462425178848207']},{'V3': ['<1.2030586004257202']},{}
volcanoes-e1,./data/numerical_only/balanced,[[-0.07157858  0.57845808  0.10666852]],{'V1': ['>=-0.6313709318637848']},{},{},{'V3': ['<1.1583057045936584']},{'V3': ['<1.0505865812301636']},{},{}
volcanoes-e1,./data/numerical_only/balanced,[[ 0.33586524 -0.74696837 -0.83917503]],{},{},{},{},{'V3': ['<1.1780227422714233']},{'V3': ['<1.1610902547836304']},{}
volcanoes-e1,./data/numerical_only/balanced,[[-1.23013621  1.53983407 -0.70157162]],{},{},{},{},"{'V3': ['<0.6952108889818192'], 'V2': ['>=0.7450231611728668']}",{'V3': ['<2.3066482543945312']},{}
volcanoes-e1,./data/numerical_only/balanced,[[0.32169328 0.79759525 1.91307923]],{},{},{},"{'V1': ['>=-0.326421394944191'], 'V3': ['>=1.8351026773452759'], 'V2': ['<1.021416187286377']}",{},"{'V3': ['>=1.764763593673706'], 'V1': ['<0.8037168681621552', '>=-0.5457183867692947']}",{}
volcanoes-e1,./data/numerical_only/balanced,[[ 0.77519597 -0.08955685 -0.58611229]],{},{},{},{},"{'V3': ['<1.1869148015975952'], 'V1': ['>=-1.0712940692901611']}",{'V3': ['<2.5647228956222534']},{}
volcanoes-e1,./data/numerical_only/balanced,[[-0.12472342  0.51130314 -0.26878831]],{},{},{},{},{'V3': ['<1.108801245689392']},{'V3': ['<1.0962790250778198']},{}
volcanoes-e1,./data/numerical_only/balanced,[[ 1.31018741 -0.66921002  0.10147056]],{'V2': ['>=-1.2400270104408264']},{},{},{},{},{},{}
volcanoes-e1,./data/numerical_only/balanced,[[-1.76158467  0.97078431  0.08840742]],{},{},{},{},{},{'V3': ['<1.1243788003921509']},{}
volcanoes-e1,./data/numerical_only/balanced,[[ 0.1445438   0.81526761 -0.57110146]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 0.89834124  1.42919935 -0.79429334]],{},{},{},{},{},{'V3': ['<1.5060310363769531']},{}
volcanoes-e2,./data/numerical_only/balanced,[[1.09968208 0.82974502 0.69713268]],{'V3': ['<1.0910677313804626']},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 1.32928129 -0.84592263 -0.97002857]],{},{},{},{},{},{'V3': ['<1.1829198598861694']},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.49691548 -1.01419051 -0.96125889]],{},{},{},{},{},{'V3': ['<1.1241331100463867']},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 0.42854594  1.02956313 -0.7536681 ]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 1.30808752  1.16978637 -0.51086192]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.43333416 -1.25257001 -0.69174506]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[-1.56013642 -0.57949848 -0.92659019]],{},{},{},{},{},{'V3': ['<1.2579090595245361']},{}
volcanoes-e2,./data/numerical_only/balanced,[[-1.25989131  1.26093147  0.62301182]],{'V2': ['>=0.45464786887168884']},{},{},{},{},{'V3': ['<1.3033109307289124']},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.7194501   0.60889343  1.97433939]],"{'V3': ['>=1.2899970412254333'], 'V2': ['>=-0.32534387707710266'], 'V1': ['<-0.34502677619457245']}",{},{},"{'V2': ['>=-0.19756994396448135'], 'V1': ['<0.0117350704385899']}",{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 1.06435913 -0.51990361  0.98318361]],"{'V3': ['>=0.8007971048355103'], 'V1': ['>=1.0096085369586945']}",{},{},{'V3': ['<1.2819265723228455']},{},"{'V3': ['<1.2816991209983826'], 'V1': ['>=-1.304045021533966']}",{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.39094662 -1.17895281 -0.21028977]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 0.47446578 -1.13338026 -0.67573186]],{},{},{},{},{},{'V3': ['<0.846422553062439']},{}
volcanoes-e2,./data/numerical_only/balanced,[[-1.43297379 -0.59001523 -0.72652765]],{},{},{},{'V3': ['<0.9285692274570465']},{},{'V3': ['<0.9458955526351929']},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.45099564 -1.40681557 -0.61866062]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 1.37520113 -1.21400862  0.25683792]],{'V3': ['<0.7827680110931396']},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.012991    1.24690915 -1.01881986]],{},{},{},{},{},{'V3': ['<1.304368793964386']},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 0.97958404 -1.46991602  1.34817303]],{'V3': ['<2.5415666103363037']},{},{},{'V3': ['<2.587051510810852']},{},"{'V3': ['<2.5039011240005493'], 'V1': ['>=-0.008343725930899382']}",{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.99143685 -0.74426078 -0.70440984]],{},{},{},{},{},{'V3': ['<1.2662726044654846']},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 0.49212726 -1.32969279 -0.6776908 ]],{},{},{},{},{},{'V3': ['<1.0924344062805176']},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 0.41441676 -0.37617479 -0.24799938]],{},{},{},{'V3': ['>=-0.6885446906089783']},{},{'V3': ['<1.5095161199569702']},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 0.43914283 -0.55495942  0.54108936]],{'V3': ['<0.7368240058422089']},{},{},{},{},{'V3': ['<1.4394767880439758']},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.10483068 -0.73724962  0.22825105]],{'V3': ['<0.7164373397827148']},{},{},{'V3': ['<1.1073887944221497']},{},{'V3': ['<1.2056202292442322']},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.52517384 -0.19388459  1.30808308]],"{'V3': ['<1.58280748128891', '>=1.247948169708252'], 'V2': ['>=-0.31307435035705566']}",{},{},"{'V3': ['<1.31857031583786'], 'V2': ['>=-0.3417820632457733']}",{},"{'V3': ['<2.0639506578445435'], 'V2': ['>=-0.32664425671100616']}",{}
volcanoes-e2,./data/numerical_only/balanced,[[ 1.58360657 -0.95109006 -0.77646926]],{},{},{},{},{},{'V3': ['<1.1702296137809753']},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.88193569 -1.34371511 -1.03122269]],{'V3': ['<-0.26929716765880585']},{},{},{},{},{'V3': ['<1.1075536012649536']},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 1.12440815 -0.68466591 -1.07286158]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.45452793  1.1277194  -1.04048211]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[0.46386889 0.69302737 1.88609594]],"{'V3': ['<2.449217438697815', '>=1.280099868774414']}",{},{},{'V3': ['<2.469093918800354']},{},"{'V3': ['<2.36627733707428'], 'V2': ['>=-0.4921867102384567']}",{}
volcanoes-e2,./data/numerical_only/balanced,[[ 1.58007427 -0.10273949  0.52643147]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.04831395  0.03047259 -1.00937822]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 0.68993581 -0.05366135  0.58524526]],{'V3': ['<1.2540242671966553']},{},{},{'V3': ['<1.0922332406044006']},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.77243453 -0.19037901 -0.24392205]],{},{},{},{},{},{'V3': ['<1.27657812833786']},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 1.27982915 -1.44888254 -0.86612497]],{},{},{},{},{},{'V3': ['<1.1362457871437073']},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.47572171 -1.57157787 -0.78858736]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.49338318  0.18822373 -0.66865917]],{},{},{},{},{},{'V3': ['<1.477198302745819']},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.67353026  0.78417247  0.04774375]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 1.56947738 -0.72673288  0.15745584]],{},{},{},{},{},{'V3': ['<1.4969602823257446']},{}
volcanoes-e2,./data/numerical_only/balanced,[[-0.90666176  0.07955072  1.06986675]],{'V3': ['<1.247948169708252']},{},{},{'V3': ['<1.511295735836029']},{},{'V1': ['<-0.046780492877587676']},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 0.35790003  0.92089013 -0.42729942]],{},{},{},{},{},{'V3': ['<2.530916452407837']},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 1.07495601  0.1005842  -1.08152875]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[-1.29874656 -0.70219381  0.02972605]],{'V3': ['<0.9360209703445435']},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[-1.19277769 -1.12286352  2.11698902]],"{'V3': ['>=1.247948169708252'], 'V2': ['<-0.3043103963136673', '>=-1.3034009337425232']}",{},{},"{'V3': ['<2.1181451082229614'], 'V2': ['<-0.5127884745597839']}",{},"{'V3': ['>=1.9994583129882812'], 'V2': ['<-0.505749300122261'], 'V1': ['<0.6756483912467957']}",{}
volcanoes-e2,./data/numerical_only/balanced,[[-1.69083136 -1.01769609 -0.17847976]],{},{},{},{},{},{'V3': ['<1.170653522014618']},{}
volcanoes-e2,./data/numerical_only/balanced,[[-1.25282672 -0.80035008 -0.29551509]],{},{},{},{},{},{'V3': ['<1.2297709584236145']},{}
volcanoes-e2,./data/numerical_only/balanced,[[0.94072879 0.50022042 0.67959332]],{'V3': ['<1.2540242671966553']},{},{},{'V3': ['<1.2552940249443054']},{},{'V3': ['<2.6182899475097656']},{}
volcanoes-e2,./data/numerical_only/balanced,[[1.36813654 1.26443705 2.66215545]],"{'V3': ['>=1.2709201574325562'], 'V1': ['>=0.5645393133163452']}",{},{},"{'V1': ['>=1.3233941197395325'], 'V3': ['>=2.175338625907898'], 'V2': ['<1.5869504809379578']}",{},"{'V1': ['>=1.3563548922538757'], 'V3': ['>=2.270219326019287'], 'V2': ['>=1.172045648097992']}",{}
volcanoes-e2,./data/numerical_only/balanced,[[0.10710705 1.10318033 0.66831802]],"{'V3': ['<1.288339912891388'], 'V1': ['>=-0.6293765604496002']}",{},{},{'V3': ['<1.546586036682129']},{},{'V3': ['<1.2374948263168335']},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 1.64012329 -1.35423186 -1.01518671]],{},{},{},{},{},{},{}
volcanoes-e2,./data/numerical_only/balanced,[[ 1.00077781 -1.07729097 -1.08915951]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.1951503  -1.43010354 -0.79130048]],{},{},{},{'V2': ['<-1.29696124792099']},{},{'V3': ['<1.3107784986495972']},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.28446273 -0.57168638  0.59249255]],{'V1': ['<0.161399744451046']},{},{},{'V3': ['<1.2038944363594055']},{'V3': ['<1.1663829684257507']},{'V3': ['<1.3877366781234741']},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.02156374  1.37989876 -0.27481206]],{},{},{},{'V3': ['<1.020626425743103']},{},{'V3': ['<1.016869604587555']},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.44569685  0.10803987 -0.85822405]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.85239778 -1.09024042  0.58916716]],{},{},{},{},{},"{'V3': ['<1.4317013621330261'], 'V1': ['>=-1.5652071237564087']}",{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.55583021 -1.27593882  0.25188636]],{'V3': ['<0.6137179434299469']},{},{},{'V2': ['<-1.256668210029602']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.09261752 -0.09167351  0.53558413]],{'V3': ['<0.9848242104053497']},{},{},{'V3': ['<1.237832248210907']},{},{'V3': ['<1.257526159286499']},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.52604559  0.74922493  0.03377422]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-1.83698786  1.28179394  0.85306844]],{'V2': ['>=0.714187502861023']},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.66815315 -0.00758367  1.05763219]],"{'V3': ['<1.2326311469078064'], 'V1': ['>=-1.311189889907837']}",{},{},{'V3': ['<1.2350531220436096']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.29462559  1.117118   -1.02097357]],{},{},{},{'V2': ['>=-0.31626057624816895']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.87420912  0.11504735  0.01287359]],{'V1': ['>=-1.0234220623970032']},{},{},{},{},{'V3': ['<1.0475021004676819']},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.21646643 -0.70132489 -0.69855313]],{'V3': ['<-0.066643625497818']},{},{},{},{},{'V3': ['<1.1935431361198425']},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.57528803  0.02745376 -0.28195646]],{},{},{},{},{},{'V3': ['<1.141645610332489']},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.89552525 -0.03911736 -0.59251719]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.04998525  1.32734261 -1.05172048]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.3959592  -1.02366929 -0.34018985]],{},{},{},{},{},{'V3': ['<1.090987890958786']},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.22543013 -0.8554896   1.47537196]],{'V1': ['>=0.6765396595001221']},{},{},{'V1': ['>=0.7206522226333618']},{},"{'V1': ['<1.5949097871780396', '>=0.7257019877433777']}",{}
volcanoes-e3,./data/numerical_only/balanced,[[0.53620845 1.20471159 0.43458824]],{'V3': ['<1.1417283415794373']},{},{},{'V3': ['<1.1532626748085022']},{},{'V3': ['<1.0726506114006042']},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.44739122 -1.33199872 -0.82204739]],{},{},{},{'V2': ['<-1.29696124792099']},{},{'V3': ['<1.0369393825531006']},{}
volcanoes-e3,./data/numerical_only/balanced,[[-1.31474256  1.05755436  0.10882942]],{'V2': ['>=0.2376783862709999']},{},{},{'V2': ['>=0.477228119969368']},{},{'V2': ['>=0.4883207231760025']},{}
volcanoes-e3,./data/numerical_only/balanced,[[-1.26145223  1.01901318 -0.18019418]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.60726223 -0.28788315 -0.4456932 ]],{'V3': ['<-0.08446566388010979']},{},{},{},{},{'V3': ['<1.1013808250427246']},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.44788643 -1.1533078  -0.17266008]],{},{},{},{},{},{'V3': ['<1.1894593238830566']},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.39459609 -1.59477948  0.4945233 ]],{'V1': ['<0.04949004575610161']},{},{},{},{},{'V3': ['<2.434625029563904']},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.15792904  0.10103238 -0.92723899]],{},{},{},{},{},{'V3': ['<1.1685407757759094']},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.4225224  -1.02366929 -0.26860292]],{'V3': ['<-0.05657651089131832']},{},{},{'V2': ['<-0.9203088581562042']},{},{'V3': ['<0.9804217219352722']},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.18498744  0.42337678  0.80781189]],{'V3': ['<0.9896044731140137']},{},{},{'V3': ['<1.1958666443824768']},{},{'V3': ['<1.2204853296279907']},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.95897845 -0.91855698 -0.78138924]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.58949878  0.66513508 -0.48940396]],{},{},{},{},{},{'V3': ['<1.1119231581687927']},{}
volcanoes-e3,./data/numerical_only/balanced,[[0.90213542 0.40585806 1.42224358]],"{'V3': ['>=1.1542699933052063'], 'V1': ['>=0.8026601374149323']}",{},{},{'V1': ['>=0.7855202853679657']},{},{'V1': ['>=0.7689095735549927']},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.96253114 -0.02159864 -0.26061418]],{},{},{},{},"{'V1': ['>=0.7617307603359222'], 'V2': ['<0.8829455077648163', '>=-1.087098777294159']}",{'V3': ['<1.280648112297058']},{}
volcanoes-e3,./data/numerical_only/balanced,[[-0.30577886 -0.35095054 -0.93262977]],{},{},{},{},{},{'V3': ['<1.1920018196105957']},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.05659542  0.17461099 -0.38975902]],{},{},{},{},{'V3': ['<1.0534241795539856']},"{'V3': ['<1.2595481872558594'], 'V1': ['>=-1.585182547569275']}",{}
volcanoes-e3,./data/numerical_only/balanced,[[-1.29697912  0.98397574 -0.95039985]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.62688399 -1.25842011 -1.05311039]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.41186433  0.91039713 -0.9402548 ]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[0.42962778 1.60413835 0.47298617]],{'V3': ['<1.1417283415794373']},{},{},{'V3': ['<1.0208256840705872']},{},{'V3': ['<1.2054475545883179']},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.02292685  0.54250406 -0.5060829 ]],{},{},{},{},{},{'V3': ['<1.30293208360672']},{}
volcanoes-e3,./data/numerical_only/balanced,[[1.12240214 1.13113297 0.03676188]],{},{},{},{'V3': ['<1.1370566487312317']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.95542576  0.77024739 -0.13940613]],{},{},{},{'V2': ['>=0.0558052659034729']},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-1.09447584 -0.85899335  1.19403834]],"{'V3': ['>=1.002347469329834'], 'V2': ['>=-1.1305334568023682']}",{},{},{'V1': ['>=-1.4342800974845886']},"{'V3': ['<2.4717875719070435'], 'V1': ['<-0.3171384781599045']}","{'V1': ['<0.029275710694491863', '>=-1.4023024439811707']}",{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.21832475 -0.9360757  -0.19740569]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 0.98384727 -0.07765854 -0.40936066]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.47767105  0.84732975 -0.95718054]],{},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-1.66645878 -1.33550246 -0.2439872 ]],{'V3': ['<0.10199027881026268']},{},{},{},{},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[0.49357618 1.41143245 0.70099656]],{'V3': ['<0.9993013739585876']},{},{},{'V3': ['<1.1446521878242493']},{},{'V3': ['<1.2184531688690186']},{}
volcanoes-e3,./data/numerical_only/balanced,[[ 1.02647954  0.64761637 -0.69457824]],{},{},{},{},{'V3': ['<0.4276256784796715']},{},{}
volcanoes-e3,./data/numerical_only/balanced,[[1.10819139 0.82280354 0.94624445]],{'V3': ['<1.1417283415794373']},{},{},{'V3': ['<1.4933165311813354']},"{'V3': ['<2.185871720314026'], 'V1': ['>=0.6907504200935364']}",{},{}
volcanoes-e3,./data/numerical_only/balanced,[[-1.06605433 -0.76088853 -0.4786354 ]],{'V3': ['<0.10199027881026268']},{},{},{},{},{'V3': ['<0.1194680891931057']},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.3175605  -0.52355206 -0.12513321]],{},{},{},{},{'V3': ['<0.8643342852592468']},{'V3': ['<1.230208158493042']},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 0.95377205  0.01124847 -0.35106242]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[1.31253164 1.11230837 2.0399803 ]],"{'V3': ['<3.3268836736679077'], 'V1': ['>=0.6594498455524445']}",{},{},{'V3': ['<3.0804167985916138']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.01766417 -0.53403834 -1.04432988]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.05946141 -0.82066346  1.3245824 ]],"{'V3': ['<2.2188903093338013', '>=0.8565561473369598']}",{},{},{'V1': ['>=-1.3594330549240112']},"{'V3': ['<2.156178593635559'], 'V1': ['<0.02407968509942293']}","{'V3': ['<2.3724145889282227'], 'V1': ['<-0.08474059402942657']}",{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.28237999  1.41990606 -0.83957556]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 1.28814992 -0.61093776  3.00571842]],"{'V3': ['>=2.283746361732483'], 'V1': ['>=0.7325950264930725']}",{},{},"{'V3': ['<3.689034938812256', '< 1.7015481822922045 * V2+5.737054525546088']}",{},{'V1': ['>=0.5703712701797485']},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 1.59117987 -0.99543487 -0.88333955]],{},{},{},{'V3': ['<0.20358723402023315']},{},{'V3': ['<1.6928248405456543']},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.1956519  -0.98145316  0.03271019]],{},{},{},{},{},{'V3': ['<1.2198156118392944']},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.81564421  0.53206728 -0.91640143]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[1.44488955 1.83586202 1.6325229 ]],"{'V3': ['>=0.7929486632347107'], 'V1': ['>=0.7935492992401123']}",{},{},{'V3': ['<3.522401213645935']},{},"{'V3': ['<1.9600698351860046'], 'V2': ['>=-0.8306867480278015']}",{}
volcanoes-e4,./data/numerical_only/balanced,[[ 0.23973596  0.55653528 -0.90554643]],{},{},{},{},{},{'V3': ['<0.8979185521602631']},{}
volcanoes-e4,./data/numerical_only/balanced,[[0.76220139 0.86063754 0.36529103]],{'V3': ['<0.7764559388160706']},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.45340151 -1.54421711 -0.6169844 ]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.34159274  0.1755336  -0.72409469]],{},{},{},{'V3': ['<0.8851127624511719']},{},{'V3': ['<2.317077398300171']},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 0.46265454 -0.41519378  0.02459442]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[ 1.06523134  1.14376723 -0.29710594]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.21271793  1.15425351 -0.03229239]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-1.58889304 -0.60394691  0.4680313 ]],{'V3': ['<0.8565561473369598']},{},{},{'V3': ['<0.8565561473369598']},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[-0.81216111 -1.37993198 -0.70507296]],{},{},{},{},{},{},{}
volcanoes-e4,./data/numerical_only/balanced,[[1.36129508 1.28008893 3.57853617]],"{'V3': ['>=2.1628124713897705'], 'V1': ['>=-0.7163757681846619']}",{},{},"{'V3': ['>=3.370552659034729'], 'V1': ['>=1.3173301815986633']}",{},"{'V1': ['>=0.996288001537323'], 'V3': ['>=3.1019814014434814'], 'V2': ['>=0.5792555660009384']}",{}
